anomaly_pattern,anomaly_point,change_point,timestamp,value
0,0,0,21/11/2017 15:14:28,626.0869565
0,0,0,21/11/2017 17:01:14,626.0869565
0,0,0,21/11/2017 18:00:19,626.0869565
0,0,0,21/11/2017 20:14:57,626.0869565
0,0,0,21/11/2017 21:35:03,626.0869565
0,0,0,21/11/2017 21:51:08,626.0869565
0,0,0,21/11/2017 22:09:20,617.3913043
0,0,0,21/11/2017 22:49:39,617.3913043
0,0,0,21/11/2017 23:53:35,617.3913043
0,0,0,22/11/2017 00:17:00,608.6956522
0,0,0,22/11/2017 02:40:35,617.3913043
0,0,0,22/11/2017 06:10:53,608.6956522
0,0,0,22/11/2017 07:09:43,608.6956522
0,0,0,22/11/2017 07:28:56,600
0,0,0,22/11/2017 07:33:30,600
0,0,0,22/11/2017 08:03:34,600
0,0,0,22/11/2017 08:05:50,600
0,0,0,22/11/2017 09:11:12,600
0,0,0,22/11/2017 10:30:20,591.3043478
0,0,0,22/11/2017 12:13:46,591.3043478
0,0,0,22/11/2017 13:35:26,600
0,0,0,22/11/2017 14:00:20,591.3043478
0,0,0,22/11/2017 14:46:45,591.3043478
0,0,0,22/11/2017 16:05:20,591.3043478
0,0,0,22/11/2017 17:50:22,591.3043478
0,0,0,22/11/2017 18:34:17,547.826087
0,0,0,22/11/2017 19:17:59,547.826087
0,0,0,22/11/2017 19:45:29,547.826087
0,0,0,22/11/2017 20:20:58,565.2173913
0,0,0,22/11/2017 21:20:58,547.826087
0,0,0,22/11/2017 21:28:33,591.3043478
0,0,0,22/11/2017 22:10:28,539.1304348
0,0,0,22/11/2017 22:34:29,565.2173913
0,0,0,22/11/2017 22:42:26,573.9130435
0,0,0,22/11/2017 23:04:17,573.9130435
0,0,0,23/11/2017 00:10:39,573.9130435
0,0,0,23/11/2017 00:23:09,556.5217391
0,0,0,23/11/2017 00:57:22,573.9130435
0,0,0,23/11/2017 04:16:52,565.2173913
0,0,0,23/11/2017 05:41:10,565.2173913
0,0,0,23/11/2017 06:58:10,565.2173913
0,0,0,23/11/2017 07:12:45,513.0434783
0,0,0,23/11/2017 07:45:35,556.5217391
0,0,0,23/11/2017 08:15:01,556.5217391
0,0,0,23/11/2017 08:25:31,565.2173913
0,0,0,23/11/2017 09:19:15,556.5217391
0,0,0,23/11/2017 09:20:36,556.5217391
0,0,0,23/11/2017 10:01:38,556.5217391
0,0,0,23/11/2017 10:08:04,565.2173913
0,0,0,23/11/2017 10:57:31,513.0434783
0,0,0,23/11/2017 12:44:42,513.0434783
0,0,0,23/11/2017 13:09:07,530.4347826
0,0,0,23/11/2017 14:32:37,556.5217391
0,0,0,23/11/2017 16:33:21,504.3478261
0,0,0,23/11/2017 19:45:27,547.826087
0,0,0,23/11/2017 21:36:06,556.5217391
0,0,0,23/11/2017 22:16:15,495.6521739
0,0,0,24/11/2017 00:04:08,539.1304348
0,0,0,24/11/2017 00:40:46,539.1304348
0,0,0,24/11/2017 01:03:42,504.3478261
0,0,0,24/11/2017 01:23:33,504.3478261
0,0,0,24/11/2017 02:00:11,495.6521739
0,0,0,24/11/2017 03:19:44,486.9565217
0,0,0,24/11/2017 03:55:36,530.4347826
0,0,0,24/11/2017 07:03:11,530.4347826
0,0,0,24/11/2017 07:48:42,478.2608696
0,0,0,24/11/2017 07:54:48,486.9565217
0,0,0,24/11/2017 07:57:39,478.2608696
0,0,0,24/11/2017 09:19:48,478.2608696
0,0,0,24/11/2017 09:54:59,478.2608696
0,0,0,24/11/2017 11:40:49,478.2608696
0,0,0,24/11/2017 12:46:46,478.2608696
0,0,0,24/11/2017 13:00:05,478.2608696
0,0,0,24/11/2017 13:37:47,478.2608696
0,0,0,24/11/2017 16:58:25,478.2608696
0,0,0,24/11/2017 17:19:35,478.2608696
0,0,0,24/11/2017 17:23:10,495.6521739
0,0,0,24/11/2017 17:58:25,469.5652174
0,0,0,24/11/2017 19:12:48,504.3478261
0,0,0,24/11/2017 19:17:14,460.8695652
0,0,0,24/11/2017 19:29:22,469.5652174
0,0,0,24/11/2017 20:24:24,504.3478261
0,0,0,24/11/2017 21:51:35,452.173913
0,0,0,24/11/2017 21:55:10,469.5652174
0,0,0,24/11/2017 23:03:41,495.6521739
0,0,0,24/11/2017 23:20:07,495.6521739
0,0,0,24/11/2017 23:28:07,443.4782609
0,0,0,25/11/2017 00:12:35,443.4782609
0,0,0,25/11/2017 00:55:40,460.8695652
0,0,0,25/11/2017 05:26:36,478.2608696
0,0,0,25/11/2017 05:32:53,452.173913
0,0,0,25/11/2017 05:43:14,434.7826087
0,0,0,25/11/2017 05:53:46,434.7826087
0,0,0,25/11/2017 05:53:57,452.173913
0,0,0,25/11/2017 06:47:10,478.2608696
0,0,0,25/11/2017 08:21:13,478.2608696
0,0,0,25/11/2017 08:49:53,469.5652174
0,0,0,25/11/2017 09:36:57,434.7826087
0,0,0,25/11/2017 11:35:52,452.173913
0,0,0,25/11/2017 11:58:36,434.7826087
0,0,0,25/11/2017 12:24:32,469.5652174
0,0,0,25/11/2017 13:20:55,434.7826087
0,0,0,25/11/2017 14:57:48,452.173913
0,0,0,25/11/2017 15:06:21,469.5652174
0,0,0,25/11/2017 15:50:27,426.0869565
0,0,0,25/11/2017 18:09:20,469.5652174
0,0,0,25/11/2017 18:57:54,460.8695652
0,0,0,25/11/2017 20:08:41,417.3913043
0,0,0,25/11/2017 20:22:14,460.8695652
0,0,0,26/11/2017 00:46:30,452.173913
0,0,0,26/11/2017 00:58:28,452.173913
0,0,0,26/11/2017 03:29:50,452.173913
0,0,0,26/11/2017 03:39:55,452.173913
0,0,0,26/11/2017 04:23:21,434.7826087
0,0,0,26/11/2017 04:48:42,452.173913
0,0,0,26/11/2017 05:52:10,443.4782609
0,0,0,26/11/2017 06:16:21,443.4782609
0,0,0,26/11/2017 07:50:37,443.4782609
0,0,0,26/11/2017 09:17:19,443.4782609
0,0,0,26/11/2017 09:24:50,443.4782609
0,0,0,26/11/2017 11:09:45,443.4782609
0,0,0,26/11/2017 12:15:27,443.4782609
0,0,0,26/11/2017 12:48:04,443.4782609
0,0,0,26/11/2017 12:53:41,452.173913
0,0,0,26/11/2017 13:20:50,443.4782609
0,0,0,26/11/2017 14:41:40,443.4782609
0,0,0,26/11/2017 15:00:48,434.7826087
0,0,0,26/11/2017 15:03:41,434.7826087
0,0,0,26/11/2017 16:04:34,434.7826087
0,0,0,26/11/2017 16:31:13,434.7826087
0,0,0,26/11/2017 18:09:10,426.0869565
0,0,0,26/11/2017 18:26:33,426.0869565
0,0,0,26/11/2017 19:39:37,426.0869565
0,0,0,26/11/2017 20:10:18,426.0869565
0,0,0,26/11/2017 20:18:41,426.0869565
0,0,0,26/11/2017 21:43:58,417.3913043
0,0,0,27/11/2017 00:11:09,417.3913043
0,0,0,27/11/2017 00:13:46,417.3913043
0,0,0,27/11/2017 00:21:25,417.3913043
0,0,0,27/11/2017 01:12:17,417.3913043
0,0,0,27/11/2017 02:20:42,408.6956522
0,0,0,27/11/2017 02:40:36,417.3913043
0,0,0,27/11/2017 03:03:58,408.6956522
0,0,0,27/11/2017 04:36:00,408.6956522
0,0,0,27/11/2017 06:58:50,408.6956522
0,0,0,27/11/2017 07:29:47,408.6956522
0,0,0,27/11/2017 07:48:23,408.6956522
0,0,0,27/11/2017 08:45:10,408.6956522
0,0,0,27/11/2017 10:53:07,417.3913043
0,0,0,27/11/2017 11:29:54,408.6956522
0,0,0,27/11/2017 11:49:35,400
0,0,0,27/11/2017 14:40:19,400
0,0,0,27/11/2017 14:41:27,408.6956522
0,0,0,27/11/2017 16:00:10,400
0,0,0,27/11/2017 16:04:32,391.3043478
0,0,0,27/11/2017 16:27:47,391.3043478
0,0,0,27/11/2017 16:54:41,391.3043478
0,0,0,27/11/2017 20:05:13,382.6086957
0,0,0,27/11/2017 22:28:20,382.6086957
0,0,0,27/11/2017 23:13:38,382.6086957
0,0,0,27/11/2017 23:21:38,382.6086957
0,0,0,27/11/2017 23:33:52,382.6086957
0,0,0,27/11/2017 23:58:45,373.9130435
0,0,0,28/11/2017 00:28:28,373.9130435
0,0,0,28/11/2017 00:55:33,382.6086957
0,0,0,28/11/2017 01:01:23,373.9130435
0,0,0,28/11/2017 01:51:24,382.6086957
0,0,0,28/11/2017 02:25:42,382.6086957
0,0,0,28/11/2017 04:47:10,391.3043478
0,0,0,28/11/2017 04:54:19,382.6086957
0,0,0,28/11/2017 05:43:56,391.3043478
0,0,0,28/11/2017 07:18:26,391.3043478
0,0,0,28/11/2017 08:16:09,382.6086957
0,0,0,28/11/2017 09:00:42,373.9130435
0,0,0,28/11/2017 10:49:54,373.9130435
0,0,0,28/11/2017 13:18:43,373.9130435
0,0,0,28/11/2017 13:58:52,373.9130435
0,0,0,28/11/2017 16:21:43,365.2173913
0,0,0,28/11/2017 17:47:14,365.2173913
0,0,0,28/11/2017 20:24:50,365.2173913
0,0,0,28/11/2017 20:43:50,356.5217391
0,0,0,28/11/2017 21:54:30,356.5217391
0,0,0,29/11/2017 01:41:48,356.5217391
0,0,0,29/11/2017 01:48:10,356.5217391
0,0,0,29/11/2017 03:10:07,356.5217391
0,0,0,29/11/2017 03:34:29,347.826087
0,0,0,29/11/2017 05:15:05,347.826087
0,0,0,29/11/2017 05:20:44,347.826087
0,0,0,29/11/2017 05:37:55,347.826087
0,0,0,29/11/2017 07:54:50,347.826087
1,0,0,29/11/2017 09:54:48,895.6521739
1,0,0,29/11/2017 09:58:05,904.3478261
1,0,0,29/11/2017 10:11:17,904.3478261
1,0,0,29/11/2017 10:26:36,904.3478261
1,0,0,29/11/2017 12:18:51,904.3478261
0,0,0,29/11/2017 14:02:39,347.826087
0,0,0,29/11/2017 15:45:53,347.826087
0,0,0,29/11/2017 15:54:54,347.826087
0,0,0,29/11/2017 17:25:17,330.4347826
0,0,0,29/11/2017 18:23:30,339.1304348
0,0,0,29/11/2017 18:33:28,339.1304348
0,0,0,29/11/2017 20:00:20,330.4347826
0,0,0,29/11/2017 20:20:55,321.7391304
0,0,0,29/11/2017 22:30:34,321.7391304
0,0,0,29/11/2017 22:38:36,330.4347826
0,0,0,29/11/2017 22:48:26,321.7391304
0,0,0,30/11/2017 00:04:22,321.7391304
0,0,0,30/11/2017 00:26:06,313.0434783
0,0,0,30/11/2017 01:06:16,313.0434783
0,0,0,30/11/2017 05:22:45,313.0434783
0,0,0,30/11/2017 05:47:49,313.0434783
0,0,0,30/11/2017 07:36:30,313.0434783
0,0,0,30/11/2017 09:41:57,313.0434783
0,1,0,30/11/2017 10:55:54,904.3478261
0,0,0,30/11/2017 13:00:32,321.7391304
0,0,0,30/11/2017 13:27:04,313.0434783
0,0,0,30/11/2017 15:36:10,313.0434783
0,0,0,30/11/2017 16:08:24,313.0434783
0,0,0,30/11/2017 16:20:12,313.0434783
0,0,0,30/11/2017 17:50:47,313.0434783
0,1,0,30/11/2017 18:13:54,904.3478261
0,0,0,30/11/2017 18:24:09,286.9565217
0,0,0,30/11/2017 18:53:29,286.9565217
0,0,0,30/11/2017 19:04:22,286.9565217
0,0,0,30/11/2017 23:09:41,278.2608696
0,0,0,1/12/2017 0:10,260.8695652
0,0,0,1/12/2017 1:13,278.2608696
0,0,0,1/12/2017 2:44,269.5652174
0,0,0,1/12/2017 3:23,260.8695652
0,0,0,1/12/2017 3:28,278.2608696
0,0,0,1/12/2017 4:37,252.173913
1,0,0,1/12/2017 4:44,904.3478261
1,0,0,1/12/2017 6:41,904.3478261
0,0,0,1/12/2017 7:28,252.173913
0,0,0,1/12/2017 8:35,252.173913
0,0,0,1/12/2017 10:29,260.8695652
0,0,0,1/12/2017 11:38,252.173913
0,0,0,1/12/2017 11:49,252.173913
0,0,0,1/12/2017 12:35,252.173913
0,0,0,1/12/2017 13:05,252.173913
0,0,0,1/12/2017 15:29,252.173913
0,0,0,1/12/2017 16:18,278.2608696
0,0,0,1/12/2017 17:09,269.5652174
0,0,0,1/12/2017 17:24,243.4782609
0,0,0,1/12/2017 18:20,234.7826087
0,0,0,1/12/2017 19:36,234.7826087
0,0,0,1/12/2017 20:10,226.0869565
0,0,0,1/12/2017 20:52,226.0869565
0,0,0,1/12/2017 21:34,226.0869565
0,0,0,1/12/2017 21:35,243.4782609
0,0,0,1/12/2017 22:36,243.4782609
0,0,0,2/12/2017 1:43,234.7826087
0,0,0,2/12/2017 1:47,217.3913043
0,1,0,2/12/2017 2:51,904.3478261
0,0,0,2/12/2017 5:20,226.0869565
0,0,0,2/12/2017 6:17,217.3913043
0,0,0,2/12/2017 6:28,217.3913043
0,0,0,2/12/2017 6:42,217.3913043
0,0,0,2/12/2017 6:53,217.3913043
0,0,0,2/12/2017 8:09,217.3913043
0,0,0,2/12/2017 8:56,217.3913043
0,0,0,2/12/2017 8:58,226.0869565
0,0,0,2/12/2017 10:06,217.3913043
0,0,0,2/12/2017 10:24,234.7826087
0,0,0,2/12/2017 13:08,226.0869565
0,0,0,2/12/2017 13:46,191.3043478
0,0,0,2/12/2017 14:17,200
0,0,0,2/12/2017 14:24,182.6086957
0,0,0,2/12/2017 14:24,191.3043478
0,0,0,2/12/2017 14:48,191.3043478
0,0,0,2/12/2017 14:57,191.3043478
0,0,0,2/12/2017 15:37,182.6086957
0,0,0,2/12/2017 16:23,182.6086957
0,0,0,2/12/2017 16:23,173.9130435
0,0,0,2/12/2017 17:05,173.9130435
0,0,0,2/12/2017 19:51,173.9130435
0,0,0,2/12/2017 22:38,173.9130435
0,0,0,2/12/2017 23:15,173.9130435
0,0,0,2/12/2017 23:55,165.2173913
0,0,0,3/12/2017 0:28,182.6086957
0,0,0,3/12/2017 1:08,139.1304348
0,0,0,3/12/2017 3:15,139.1304348
0,0,0,3/12/2017 4:49,147.826087
0,0,0,3/12/2017 6:02,147.826087
0,0,0,3/12/2017 6:34,147.826087
0,0,0,3/12/2017 8:20,147.826087
0,0,0,3/12/2017 10:24,113.0434783
0,0,0,3/12/2017 12:45,104.3478261
0,0,0,3/12/2017 13:20,113.0434783
0,0,0,3/12/2017 14:18,104.3478261
0,0,1,3/12/2017 15:18,913.0434783
0,0,0,3/12/2017 15:31,913.0434783
0,0,0,3/12/2017 17:32,904.3478261
0,0,0,3/12/2017 18:45,913.0434783
0,0,0,3/12/2017 20:00,913.0434783
0,0,0,3/12/2017 20:18,913.0434783
0,0,0,3/12/2017 21:39,913.0434783
0,0,0,3/12/2017 22:04,913.0434783
